URL,Spoken name
https://www.amazon.com/,amazon
https://www.google.com/,google
https://calendar.google.com,calendar
https://maps.google.com/,google maps
https://mail.google.com/,gmail
https://www.youtube.com/,youtube
https://chat.openai.com/?model=gpt-4,chit chat
https://drive.google.com,google drive
